case_id,window_id,dataset,recording_id,num_speakers,noise_level,base_noise,seed,method,wder,cpwer,speaker_count_mae,segment_error_rate,changed_from_noisy_rate,n_eval_segments,n_words,parse_ok,parse_error,invalid_speaker_count,model,prompt_tokens,completion_tokens
f08dfaf5eaf2de1f,ami_sdm_EN2002b.Array1-01,ami_sdm,EN2002b.Array1-01,4,medium,0.25,202,continuity_smoothing,0.41605839416058393,0.29927007299270075,0,0.4,0.0,10,137,True,,0,,0,0
f08dfaf5eaf2de1f,ami_sdm_EN2002b.Array1-01,ami_sdm,EN2002b.Array1-01,4,medium,0.25,202,llm_no_profile,0.41605839416058393,0.29927007299270075,0,0.4,0.0,10,137,True,,0,gpt-4.1-mini,1034,320
f08dfaf5eaf2de1f,ami_sdm_EN2002b.Array1-01,ami_sdm,EN2002b.Array1-01,4,medium,0.25,202,llm_profile,0.41605839416058393,0.29927007299270075,0,0.4,0.0,10,137,True,,0,gpt-4.1-mini,1106,320
bbef58d8b9f833ad,ami_sdm_EN2002b.Array1-01,ami_sdm,EN2002b.Array1-01,4,high,0.4,101,noisy_labels,0.7299270072992701,0.8321167883211679,0,0.7,0.0,10,137,True,,0,,0,0
bbef58d8b9f833ad,ami_sdm_EN2002b.Array1-01,ami_sdm,EN2002b.Array1-01,4,high,0.4,101,continuity_smoothing,0.7153284671532847,0.8029197080291971,0,0.6,0.1,10,137,True,,0,,0,0
bbef58d8b9f833ad,ami_sdm_EN2002b.Array1-01,ami_sdm,EN2002b.Array1-01,4,high,0.4,101,llm_no_profile,0.7299270072992701,0.8321167883211679,0,0.7,0.0,10,137,True,,0,gpt-4.1-mini,1034,320
bbef58d8b9f833ad,ami_sdm_EN2002b.Array1-01,ami_sdm,EN2002b.Array1-01,4,high,0.4,101,llm_profile,0.7299270072992701,0.8321167883211679,0,0.7,0.0,10,137,True,,0,gpt-4.1-mini,1106,320
dcd33d70bb3086a9,ami_sdm_EN2002b.Array1-01,ami_sdm,EN2002b.Array1-01,4,high,0.4,202,noisy_labels,0.8394160583941606,0.6715328467153284,0,0.8,0.0,10,137,True,,0,,0,0
dcd33d70bb3086a9,ami_sdm_EN2002b.Array1-01,ami_sdm,EN2002b.Array1-01,4,high,0.4,202,continuity_smoothing,0.8394160583941606,0.6715328467153284,0,0.8,0.0,10,137,True,,0,,0,0
dcd33d70bb3086a9,ami_sdm_EN2002b.Array1-01,ami_sdm,EN2002b.Array1-01,4,high,0.4,202,llm_no_profile,0.8394160583941606,0.6715328467153284,0,0.8,0.0,10,137,True,,0,gpt-4.1-mini,1034,320
dcd33d70bb3086a9,ami_sdm_EN2002b.Array1-01,ami_sdm,EN2002b.Array1-01,4,high,0.4,202,llm_profile,0.8394160583941606,0.6715328467153284,0,0.8,0.0,10,137,True,,0,gpt-4.1-mini,1106,320
1dbe22e5aafc5bf5,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,low,0.1,101,noisy_labels,0.34615384615384615,0.5576923076923077,0,0.3,0.0,10,52,True,,0,,0,0
1dbe22e5aafc5bf5,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,low,0.1,101,continuity_smoothing,0.40384615384615385,0.6153846153846154,0,0.4,0.1,10,52,True,,0,,0,0
1dbe22e5aafc5bf5,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,low,0.1,101,llm_no_profile,0.34615384615384615,0.5576923076923077,0,0.3,0.0,10,52,True,,0,gpt-4.1-mini,926,320
1dbe22e5aafc5bf5,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,low,0.1,101,llm_profile,0.34615384615384615,0.5576923076923077,0,0.3,0.0,10,52,True,,0,gpt-4.1-mini,1000,320
5b216257aa4c3f95,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,low,0.1,202,noisy_labels,0.17307692307692307,0.34615384615384615,1,0.2,0.0,10,52,True,,0,,0,0
5b216257aa4c3f95,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,low,0.1,202,continuity_smoothing,0.17307692307692307,0.34615384615384615,1,0.2,0.0,10,52,True,,0,,0,0
5b216257aa4c3f95,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,low,0.1,202,llm_no_profile,0.17307692307692307,0.34615384615384615,1,0.2,0.0,10,52,True,,0,gpt-4.1-mini,926,320
5b216257aa4c3f95,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,low,0.1,202,llm_profile,0.17307692307692307,0.34615384615384615,1,0.2,0.0,10,52,True,,0,gpt-4.1-mini,1000,320
6fed67eb41cd1546,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,medium,0.25,101,noisy_labels,0.5384615384615384,0.7884615384615384,0,0.6,0.0,10,52,True,,0,,0,0
6fed67eb41cd1546,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,medium,0.25,101,continuity_smoothing,0.6153846153846154,0.6346153846153846,0,0.7,0.1,10,52,True,,0,,0,0
6fed67eb41cd1546,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,medium,0.25,101,llm_no_profile,0.5384615384615384,0.7884615384615384,0,0.6,0.0,10,52,True,,0,gpt-4.1-mini,926,320
6fed67eb41cd1546,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,medium,0.25,101,llm_profile,0.5384615384615384,0.7884615384615384,0,0.6,0.0,10,52,True,,0,gpt-4.1-mini,1000,320
2c31acf098a8b0b3,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,medium,0.25,202,noisy_labels,0.3269230769230769,0.5,0,0.4,0.0,10,52,True,,0,,0,0
2c31acf098a8b0b3,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,medium,0.25,202,continuity_smoothing,0.4807692307692308,0.8076923076923077,1,0.4,0.4,10,52,True,,0,,0,0
2c31acf098a8b0b3,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,medium,0.25,202,llm_no_profile,0.3269230769230769,0.5,0,0.4,0.0,10,52,True,,0,gpt-4.1-mini,926,320
2c31acf098a8b0b3,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,medium,0.25,202,llm_profile,0.3269230769230769,0.5,0,0.4,0.0,10,52,True,,0,gpt-4.1-mini,1000,320
fa0b2d4a451c6019,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,high,0.4,101,noisy_labels,0.5192307692307693,0.6538461538461539,1,0.6,0.0,10,52,True,,0,,0,0
fa0b2d4a451c6019,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,high,0.4,101,continuity_smoothing,0.5192307692307693,0.8461538461538461,1,0.6,0.2,10,52,True,,0,,0,0
fa0b2d4a451c6019,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,high,0.4,101,llm_no_profile,0.5192307692307693,0.6538461538461539,1,0.6,0.0,10,52,True,,0,gpt-4.1-mini,926,320
fa0b2d4a451c6019,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,high,0.4,101,llm_profile,0.5192307692307693,0.6538461538461539,1,0.6,0.0,10,52,True,,0,gpt-4.1-mini,1000,320
027ae522b913b48a,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,high,0.4,202,noisy_labels,0.46153846153846156,0.7692307692307693,0,0.4,0.0,10,52,True,,0,,0,0
027ae522b913b48a,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,high,0.4,202,continuity_smoothing,0.5576923076923077,0.8653846153846154,1,0.5,0.1,10,52,True,,0,,0,0
027ae522b913b48a,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,high,0.4,202,llm_no_profile,0.46153846153846156,0.7692307692307693,0,0.4,0.0,10,52,True,,0,gpt-4.1-mini,926,320
027ae522b913b48a,ami_sdm_TS3003a.Array1-01,ami_sdm,TS3003a.Array1-01,4,high,0.4,202,llm_profile,0.46153846153846156,0.7692307692307693,0,0.4,0.0,10,52,True,,0,gpt-4.1-mini,1000,320
bcab46068f2fa088,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,low,0.1,101,noisy_labels,0.14018691588785046,0.2803738317757009,1,0.1,0.0,10,107,True,,0,,0,0
bcab46068f2fa088,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,low,0.1,101,continuity_smoothing,0.0,0.0,0,0.0,0.1,10,107,True,,0,,0,0
bcab46068f2fa088,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,low,0.1,101,llm_no_profile,0.14018691588785046,0.2803738317757009,1,0.1,0.1,10,107,True,,0,gpt-4.1-mini,991,320
bcab46068f2fa088,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,low,0.1,101,llm_profile,0.14018691588785046,0.2803738317757009,1,0.1,0.0,10,107,True,,0,gpt-4.1-mini,1058,320
a67a863d62e87981,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,low,0.1,202,noisy_labels,0.3925233644859813,0.6822429906542056,1,0.3,0.0,10,107,True,,0,,0,0
a67a863d62e87981,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,low,0.1,202,continuity_smoothing,0.2523364485981308,0.5046728971962616,1,0.2,0.3,10,107,True,,0,,0,0
a67a863d62e87981,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,low,0.1,202,llm_no_profile,0.3925233644859813,0.6822429906542056,1,0.3,0.0,10,107,True,,0,gpt-4.1-mini,991,320
a67a863d62e87981,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,low,0.1,202,llm_profile,0.3925233644859813,0.6822429906542056,1,0.3,0.0,10,107,True,,0,gpt-4.1-mini,1058,320
0970c27ca91b9d83,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,medium,0.25,101,noisy_labels,0.308411214953271,0.616822429906542,2,0.3,0.0,10,107,True,,0,,0,0
0970c27ca91b9d83,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,medium,0.25,101,continuity_smoothing,0.16822429906542055,0.3364485981308411,1,0.2,0.1,10,107,True,,0,,0,0
0970c27ca91b9d83,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,medium,0.25,101,llm_no_profile,0.308411214953271,0.616822429906542,2,0.3,0.0,10,107,True,,0,gpt-4.1-mini,991,320
0970c27ca91b9d83,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,medium,0.25,101,llm_profile,0.308411214953271,0.616822429906542,2,0.3,0.0,10,107,True,,0,gpt-4.1-mini,1058,320
d34eb32196878086,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,medium,0.25,202,noisy_labels,0.3925233644859813,0.7850467289719626,2,0.4,0.0,10,107,True,,0,,0,0
d34eb32196878086,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,medium,0.25,202,continuity_smoothing,0.3925233644859813,0.7850467289719626,2,0.4,0.0,10,107,True,,0,,0,0
d34eb32196878086,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,medium,0.25,202,llm_no_profile,0.3925233644859813,0.7850467289719626,2,0.4,0.0,10,107,True,,0,gpt-4.1-mini,991,320
d34eb32196878086,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,medium,0.25,202,llm_profile,0.3925233644859813,0.7850467289719626,2,0.4,0.0,10,107,True,,0,gpt-4.1-mini,1058,320
85909b11bbd1343c,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,high,0.4,101,noisy_labels,0.42990654205607476,0.8598130841121495,1,0.4,0.0,10,107,True,,0,,0,0
85909b11bbd1343c,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,high,0.4,101,continuity_smoothing,0.42990654205607476,0.8598130841121495,1,0.4,0.0,10,107,True,,0,,0,0
85909b11bbd1343c,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,high,0.4,101,llm_no_profile,0.42990654205607476,0.8598130841121495,1,0.4,0.0,10,107,True,,0,gpt-4.1-mini,991,320
85909b11bbd1343c,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,high,0.4,101,llm_profile,0.42990654205607476,0.8598130841121495,1,0.4,0.0,10,107,True,,0,gpt-4.1-mini,1058,320
089c5571486335be,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,high,0.4,202,noisy_labels,0.5981308411214953,0.8411214953271028,1,0.5,0.0,10,107,True,,0,,0,0
089c5571486335be,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,high,0.4,202,continuity_smoothing,0.6635514018691588,0.8411214953271028,1,0.6,0.1,10,107,True,,0,,0,0
089c5571486335be,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,high,0.4,202,llm_no_profile,0.5981308411214953,0.8411214953271028,1,0.5,0.0,10,107,True,,0,gpt-4.1-mini,991,320
089c5571486335be,ami_sdm_ES2004c.Array1-01,ami_sdm,ES2004c.Array1-01,4,high,0.4,202,llm_profile,0.5981308411214953,0.8411214953271028,1,0.5,0.0,10,107,True,,0,gpt-4.1-mini,1058,320
cce281a3b42fcc3e,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,low,0.1,101,noisy_labels,0.19424460431654678,0.38848920863309355,0,0.1,0.0,10,139,True,,0,,0,0
cce281a3b42fcc3e,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,low,0.1,101,continuity_smoothing,0.39568345323741005,0.6474820143884892,0,0.4,0.3,10,139,True,,0,,0,0
cce281a3b42fcc3e,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,low,0.1,101,llm_no_profile,0.19424460431654678,0.38848920863309355,0,0.1,0.0,10,139,True,,0,gpt-4.1-mini,1128,330
cce281a3b42fcc3e,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,low,0.1,101,llm_profile,0.19424460431654678,0.38848920863309355,0,0.1,0.0,10,139,True,,0,gpt-4.1-mini,1203,330
86007f4008bb3182,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,low,0.1,202,noisy_labels,0.1223021582733813,0.2446043165467626,0,0.1,0.0,10,139,True,,0,,0,0
86007f4008bb3182,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,low,0.1,202,continuity_smoothing,0.4244604316546763,0.5899280575539568,0,0.5,0.4,10,139,True,,0,,0,0
86007f4008bb3182,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,low,0.1,202,llm_no_profile,0.1223021582733813,0.2446043165467626,0,0.1,0.0,10,139,True,,0,gpt-4.1-mini,1128,330
86007f4008bb3182,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,low,0.1,202,llm_profile,0.1223021582733813,0.2446043165467626,0,0.1,0.0,10,139,True,,0,gpt-4.1-mini,1203,330
bbdcfe93a5506a1f,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,medium,0.25,101,noisy_labels,0.3237410071942446,0.5035971223021583,0,0.4,0.0,10,139,True,,0,,0,0
bbdcfe93a5506a1f,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,medium,0.25,101,continuity_smoothing,0.3237410071942446,0.5035971223021583,0,0.4,0.0,10,139,True,,0,,0,0
bbdcfe93a5506a1f,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,medium,0.25,101,llm_no_profile,0.3237410071942446,0.5035971223021583,0,0.4,0.0,10,139,True,,0,gpt-4.1-mini,1128,330
bbdcfe93a5506a1f,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,medium,0.25,101,llm_profile,0.3237410071942446,0.5035971223021583,0,0.4,0.0,10,139,True,,0,gpt-4.1-mini,1203,330
042abede75e83096,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,medium,0.25,202,noisy_labels,0.34532374100719426,0.4316546762589928,0,0.3,0.0,10,139,True,,0,,0,0
042abede75e83096,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,medium,0.25,202,continuity_smoothing,0.43884892086330934,0.7913669064748201,0,0.5,0.4,10,139,True,,0,,0,0
042abede75e83096,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,medium,0.25,202,llm_no_profile,0.34532374100719426,0.4316546762589928,0,0.3,0.0,10,139,True,,0,gpt-4.1-mini,1128,330
042abede75e83096,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,medium,0.25,202,llm_profile,0.3597122302158273,0.460431654676259,0,0.3,0.2,10,139,True,,0,gpt-4.1-mini,1203,330
9294474b106e4cce,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,high,0.4,101,noisy_labels,0.7482014388489209,0.39568345323741005,0,0.6,0.0,10,139,True,,0,,0,0
9294474b106e4cce,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,high,0.4,101,continuity_smoothing,0.7194244604316546,0.4316546762589928,0,0.6,0.2,10,139,True,,0,,0,0
9294474b106e4cce,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,high,0.4,101,llm_no_profile,0.7482014388489209,0.39568345323741005,0,0.6,0.0,10,139,True,,0,gpt-4.1-mini,1128,330
9294474b106e4cce,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,high,0.4,101,llm_profile,0.7482014388489209,0.39568345323741005,0,0.6,0.0,10,139,True,,0,gpt-4.1-mini,1203,330
eda1cc5d98b0dd72,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,high,0.4,202,noisy_labels,0.39568345323741005,0.7913669064748201,0,0.4,0.0,10,139,True,,0,,0,0
eda1cc5d98b0dd72,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,high,0.4,202,continuity_smoothing,0.39568345323741005,0.7913669064748201,0,0.4,0.0,10,139,True,,0,,0,0
eda1cc5d98b0dd72,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,high,0.4,202,llm_no_profile,0.39568345323741005,0.7913669064748201,0,0.4,0.0,10,139,True,,0,gpt-4.1-mini,1128,330
eda1cc5d98b0dd72,simsamu_dj_mai_malaise_stef,simsamu,dj_mai_malaise_stef,2,high,0.4,202,llm_profile,0.10071942446043165,0.1366906474820144,0,0.2,0.4,10,139,True,,0,gpt-4.1-mini,1203,330
c7b2bbe391945d55,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,low,0.1,101,noisy_labels,0.056179775280898875,0.11235955056179775,0,0.1,0.0,10,89,True,,0,,0,0
c7b2bbe391945d55,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,low,0.1,101,continuity_smoothing,0.4606741573033708,0.7078651685393258,0,0.4,0.3,10,89,True,,0,,0,0
c7b2bbe391945d55,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,low,0.1,101,llm_no_profile,0.056179775280898875,0.11235955056179775,0,0.1,0.0,10,89,True,,0,gpt-4.1-mini,1080,360
c7b2bbe391945d55,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,low,0.1,101,llm_profile,0.056179775280898875,0.11235955056179775,0,0.1,0.0,10,89,True,,0,gpt-4.1-mini,1111,360
61cfaada39047439,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,low,0.1,202,noisy_labels,0.033707865168539325,0.06741573033707865,0,0.1,0.0,10,89,True,,0,,0,0
61cfaada39047439,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,low,0.1,202,continuity_smoothing,0.43820224719101125,0.7191011235955056,0,0.4,0.3,10,89,True,,0,,0,0
61cfaada39047439,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,low,0.1,202,llm_no_profile,0.0,0.0,0,0.0,0.1,10,89,True,,0,gpt-4.1-mini,1080,360
61cfaada39047439,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,low,0.1,202,llm_profile,0.033707865168539325,0.06741573033707865,0,0.1,0.0,10,89,True,,0,gpt-4.1-mini,1111,360
f807ca911f8a765d,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,medium,0.25,101,noisy_labels,0.3146067415730337,0.4943820224719101,0,0.4,0.0,10,89,True,,0,,0,0
f807ca911f8a765d,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,medium,0.25,101,continuity_smoothing,0.2696629213483146,0.5393258426966292,0,0.3,0.1,10,89,True,,0,,0,0
f807ca911f8a765d,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,medium,0.25,101,llm_no_profile,0.06741573033707865,0.1348314606741573,0,0.2,0.2,10,89,True,,0,gpt-4.1-mini,1080,360
f807ca911f8a765d,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,medium,0.25,101,llm_profile,0.3146067415730337,0.4943820224719101,0,0.4,0.0,10,89,True,,0,gpt-4.1-mini,1111,360
b54c0ab079c2fe59,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,medium,0.25,202,noisy_labels,0.21348314606741572,0.42696629213483145,0,0.3,0.0,10,89,True,,0,,0,0
b54c0ab079c2fe59,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,medium,0.25,202,continuity_smoothing,0.25842696629213485,0.5168539325842697,0,0.4,0.1,10,89,True,,0,,0,0
b54c0ab079c2fe59,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,medium,0.25,202,llm_no_profile,0.3707865168539326,0.4606741573033708,0,0.3,0.2,10,89,True,,0,gpt-4.1-mini,1080,360
b54c0ab079c2fe59,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,medium,0.25,202,llm_profile,0.21348314606741572,0.42696629213483145,0,0.3,0.0,10,89,True,,0,gpt-4.1-mini,1111,360
4e38d68d34bef44c,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,high,0.4,101,noisy_labels,0.4943820224719101,0.5730337078651685,0,0.6,0.0,10,89,True,,0,,0,0
4e38d68d34bef44c,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,high,0.4,101,continuity_smoothing,0.4943820224719101,0.5730337078651685,0,0.6,0.0,10,89,True,,0,,0,0
4e38d68d34bef44c,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,high,0.4,101,llm_no_profile,0.4943820224719101,0.5730337078651685,0,0.6,0.0,10,89,True,,0,gpt-4.1-mini,1080,360
4e38d68d34bef44c,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,high,0.4,101,llm_profile,0.4943820224719101,0.5730337078651685,0,0.6,0.0,10,89,True,,0,gpt-4.1-mini,1111,360
ec09935c746bc2f2,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,high,0.4,202,noisy_labels,0.48314606741573035,0.7415730337078652,0,0.5,0.0,10,89,True,,0,,0,0
ec09935c746bc2f2,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,high,0.4,202,continuity_smoothing,0.48314606741573035,0.7640449438202247,0,0.4,0.3,10,89,True,,0,,0,0
ec09935c746bc2f2,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,high,0.4,202,llm_no_profile,0.15730337078651685,0.24719101123595505,0,0.4,0.3,10,89,True,,0,gpt-4.1-mini,1080,360
ec09935c746bc2f2,simsamu_dj_2022_douleur_thoracique,simsamu,dj_2022_douleur_thoracique,2,high,0.4,202,llm_profile,0.48314606741573035,0.7415730337078652,0,0.5,0.0,10,89,True,,0,gpt-4.1-mini,1111,360
